,pid,rank,name,link,points_moved,tourneys_played,points_losing,points_gaining
1159,h0b7,1159,Trey Hilderbrand,/en/players/trey-hilderbrand/h0b7/overview,-,10,-,-
1160,k0hu,1160,Artur Kukasian,/en/players/artur-kukasian/k0hu/overview,-,10,-,-
1161,bu04,1161T,Federico Bertuccioli,/en/players/federico-bertuccioli/bu04/overview,-,10,-,-
1162,p0ck,1161T,Samuel Puskar,/en/players/samuel-puskar/p0ck/overview,-,10,-,-
1163,w0e2,1161T,Mark Wallner,/en/players/mark-wallner/w0e2/overview,-,10,-,-
1164,b0jl,1164,Niccolo Baroni,/en/players/niccolo-baroni/b0jl/overview,+1,10,1,-
1165,b0bz,1165,Maxence Bertimon,/en/players/maxence-bertimon/b0bz/overview,+1,11,-,-
1166,m0tu,1166,Alejandro Melero Kretzer,/en/players/alejandro-melero-kretzer/m0tu/overview,-,11,-,-
1167,s0a6,1167,Michael Shaw,/en/players/michael-shaw/s0a6/overview,-,11,-,-
1168,mv39,1168,Tomohiro Masabayashi,/en/players/tomohiro-masabayashi/mv39/overview,-,11,-,-
1169,b0ci,1169,Christopher Bulus,/en/players/christopher-bulus/b0ci/overview,-,11,-,-
1170,w0an,1170,Milan Welte,/en/players/milan-welte/w0an/overview,-,12,-,-
1171,mm67,1171,Ryotero Matsumura,/en/players/ryotero-matsumura/mm67/overview,-,12,-,-
1172,c0p0,1172T,Sergio Callejon Hernando,/en/players/sergio-callejon-hernando/c0p0/overview,+1,12,-,-
1173,d0hz,1172T,Mateo Del Pino,/en/players/mateo-del-pino/d0hz/overview,-,12,-,-
1174,b0mr,1174,Evan Bynoe,/en/players/evan-bynoe/b0mr/overview,-,12,-,-
1175,bt42,1175,Dominik Boehler,/en/players/dominik-boehler/bt42/overview,-,13,-,-
1176,m0ho,1176,Mihai Razvan Marinescu,/en/players/mihai-razvan-marinescu/m0ho/overview,-,13,-,-
1177,g0bx,1177,Corey Gaal,/en/players/corey-gaal/g0bx/overview,-,13,-,-
1178,mw62,1178,Nikita Mashtakov,/en/players/nikita-mashtakov/mw62/overview,-,14,-,-
1179,b0hd,1179,Nikola Basic,/en/players/nikola-basic/b0hd/overview,-,15,-,-
1180,b0mi,1180T,Omar Brigida,/en/players/omar-brigida/b0mi/overview,-,15,-,-
1181,cn05,1180T,Giovanni Calvano,/en/players/giovanni-calvano/cn05/overview,-,15,-,-
1182,h0aa,1180T,Sean Hodkin,/en/players/sean-hodkin/h0aa/overview,-,15,-,-
1183,p0b7,1183,Sergei Pogosian,/en/players/sergei-pogosian/p0b7/overview,-,17,-,-
1184,h756,1184,Robin Haase,/en/players/robin-haase/h756/overview,-,1,-,-
1185,y124,1185,Donald Young,/en/players/donald-young/y124/overview,-2,2,-,-
1186,b0pu,1186,Reda Bennani,/en/players/reda-bennani/b0pu/overview,-,4,-,-
1187,de12,1187T,Karol Drzewiecki,/en/players/karol-drzewiecki/de12/overview,-,4,-,-
1188,k771,1187T,Marsel Ilhan,/en/players/marsel-ilhan/k771/overview,-,4,-,-
1189,t0hb,1189,Radomir Tomic,/en/players/radomir-tomic/t0hb/overview,-,4,-,-
1190,n0al,1190,Govind Nanda,/en/players/govind-nanda/n0al/overview,-,4,-,-
1191,p0fr,1191,Gerard Planelles Ripoll,/en/players/gerard-planelles-ripoll/p0fr/overview,-,5,-,-
1192,f0gd,1192T,Jakub Filip,/en/players/jakub-filip/f0gd/overview,-,6,-,-
1193,s0tb,1192T,Elijah Strode,/en/players/elijah-strode/s0tb/overview,-,6,-,-
1194,ml51,1194,Toby Martin,/en/players/toby-martin/ml51/overview,-,6,-,-
1195,va22,1195,Matej Vocel,/en/players/matej-vocel/va22/overview,-,6,-,-
1196,g0jc,1196T,Nicholas Godsick,/en/players/nicholas-godsick/g0jc/overview,-,7,-,-
1197,kd02,1196T,Sergis Kyratzis,/en/players/sergis-kyratzis/kd02/overview,-,7,-,-
1198,m0bk,1196T,Andrea  Militi Ribaldi,/en/players/andrea--militi-ribaldi/m0bk/overview,-,7,-,-
1199,k0hm,1199,Madhwin Kamath,/en/players/madhwin-kamath/k0hm/overview,-,8,-,-
1200,h0ib,1200,Romeo Hadzimehmedovic,/en/players/romeo-hadzimehmedovic/h0ib/overview,-,8,-,-
1201,j0bq,1201,Kristijan Juhas,/en/players/kristijan-juhas/j0bq/overview,-,8,-,-
1202,b0no,1202,Darwin Blanch,/en/players/darwin-blanch/b0no/overview,-,9,-,-
1203,m0ow,1203,Jannik Maute,/en/players/jannik-maute/m0ow/overview,-,9,-,-
1204,a0hm,1204T,Taym Al Azmeh,/en/players/taym-al-azmeh/a0hm/overview,-,9,-,-
1205,a09q,1204T,Mert Alkaya,/en/players/mert-alkaya/a09q/overview,-,9,1,-
1206,b0d6,1206T,Taha Baadi,/en/players/taha-baadi/b0d6/overview,-,10,-,-
1207,j0dg,1206T,Alejandro Juan Mano,/en/players/alejandro-juan-mano/j0dg/overview,-,10,-,-
1208,rh21,1206T,Gianni Ross,/en/players/gianni-ross/rh21/overview,-,10,-,-
1209,s0tl,1206T,Yamato Sueoka,/en/players/yamato-sueoka/s0tl/overview,-,10,-,-
1210,d0kf,1210T,Adriano Dzhenev,/en/players/adriano-dzhenev/d0kf/overview,-,10,-,-
1211,s0wx,1210T,Patrick Schoen,/en/players/patrick-schoen/s0wx/overview,-,10,-,-
1212,ad04,1212,Sarp Agabigun,/en/players/sarp-agabigun/ad04/overview,-,11,-,-
1213,a0d2,1213,Mousa Alkotop,/en/players/mousa-alkotop/a0d2/overview,-,11,-,-
1214,g09r,1214T,Lior Goldenberg,/en/players/lior-goldenberg/g09r/overview,-,11,-,-
1215,j0af,1214T,Raghav Jaisinghani,/en/players/raghav-jaisinghani/j0af/overview,-,11,-,-
1216,fb59,1216,Francesco Ferrari,/en/players/francesco-ferrari/fb59/overview,-,12,-,-
1217,ea31,1217,Menelaos Efstathiou,/en/players/menelaos-efstathiou/ea31/overview,-,12,-,-
1218,s0jv,1218,Qian Sun,/en/players/qian-sun/s0jv/overview,-,13,-,-
1219,m0dw,1219T,Michal Mikula,/en/players/michal-mikula/m0dw/overview,-,13,1,-
1220,v0gb,1219T,Miha Vetrih,/en/players/miha-vetrih/v0gb/overview,-,13,-,-
1221,s0ub,1221,Denis Spiridon,/en/players/denis-spiridon/s0ub/overview,-,14,-,-
1222,c09s,1222,Fabio Coelho,/en/players/fabio-coelho/c09s/overview,-,14,-,-
1223,o0cy,1223,Patrik Oplustil,/en/players/patrik-oplustil/o0cy/overview,-,14,-,-
1224,b0mg,1224,Nicolas Buitrago,/en/players/nicolas-buitrago/b0mg/overview,-,14,1,-
1225,c0h7,1225,Alexander Chepik,/en/players/alexander-chepik/c0h7/overview,-,15,-,-
1226,p09s,1226,Benjamin Pietri,/en/players/benjamin-pietri/p09s/overview,-,17,-,-
1227,l0g5,1227,Joao Victor Couto Loureiro,/en/players/joao-victor-couto-loureiro/l0g5/overview,-,19,-,-
1228,c0gk,1228,Thiago Cigarran,/en/players/thiago-cigarran/c0gk/overview,-,21,-,-
1229,r960,1229,Fernando Romboli,/en/players/fernando-romboli/r960/overview,-,1,-,-
1230,ca33,1230,Inigo Cervantes,/en/players/inigo-cervantes/ca33/overview,-,2,-,-
1231,m0o2,1231T,Aleksa Mardjonovic,/en/players/aleksa-mardjonovic/m0o2/overview,-,3,-,-
1232,o0c7,1231T,Islam Orynbasar,/en/players/islam-orynbasar/o0c7/overview,-,3,-,-
1233,u174,1233,Kaito Uesugi,/en/players/kaito-uesugi/u174/overview,-,3,-,-
1234,k0jw,1234,Nikola Kolyachev,/en/players/nikola-kolyachev/k0jw/overview,-,3,-,-
1235,p0bm,1235T,Tadeas Paroulek,/en/players/tadeas-paroulek/p0bm/overview,-,4,-,-
1236,p0ge,1235T,Giulio Perego,/en/players/giulio-perego/p0ge/overview,-,4,-,-
1237,mr77,1237,Cing-Yang Meng,/en/players/cing-yang-meng/mr77/overview,-,4,-,-
1238,i09i,1238,Alessandro Ingarao,/en/players/alessandro-ingarao/i09i/overview,+3,5,-,-
1239,s0s5,1239,Braden Shick,/en/players/braden-shick/s0s5/overview,-,5,-,-
1240,c0ni,1240T,Aleksander Chayka,/en/players/aleksander-chayka/c0ni/overview,-,6,-,-
1241,l0fv,1240T,Thijmen Loof,/en/players/thijmen-loof/l0fv/overview,-,6,-,-
1242,n0f3,1240T,Loic Namigandet Tenguere,/en/players/loic-namigandet-tenguere/n0f3/overview,-,6,-,-
1243,t0ge,1240T,Pavlos Tsitsipas,/en/players/pavlos-tsitsipas/t0ge/overview,-,6,-,-
1244,m0qv,1244T,Jean-Christian Morandais,/en/players/jean-christian-morandais/m0qv/overview,-,6,-,-
1245,r0ku,1244T,Alexander Razeghi,/en/players/alexander-razeghi/r0ku/overview,-,6,-,-
1246,b0qb,1246T,Alessio Basile,/en/players/alessio-basile/b0qb/overview,-,6,-,-
1247,b0me,1246T,Cesar Bouchelaghem,/en/players/cesar-bouchelaghem/b0me/overview,-,6,-,-
1248,c0hh,1248,Antonio Caruso,/en/players/antonio-caruso/c0hh/overview,-,7,-,-
1249,z0c5,1249,Linghao Zhang,/en/players/linghao-zhang/z0c5/overview,-,7,-,-
1250,g0en,1250T,Tanguy Genier,/en/players/tanguy-genier/g0en/overview,-,7,-,-
1251,j468,1250T,Alexandru Jecan,/en/players/alexandru-jecan/j468/overview,-,7,-,-
1252,c0fz,1252T,Leonardo Catani,/en/players/leonardo-catani/c0fz/overview,-,7,-,-
1253,m0nz,1252T,Manuel Mouilleron Salvo,/en/players/manuel-mouilleron-salvo/m0nz/overview,-,7,-,-
1254,m0v7,1254,Vincent Marysko,/en/players/vincent-marysko/m0v7/overview,+1,7,-,-
1255,r0km,1255,Daniele Rapagnetta,/en/players/daniele-rapagnetta/r0km/overview,-,8,-,-
1256,cg85,1256T,Paul Cayre,/en/players/paul-cayre/cg85/overview,-,8,-,-
1257,r0d3,1256T,Andrew Rogers,/en/players/andrew-rogers/r0d3/overview,-,8,-,-
1258,sj67,1256T,Ko Suzuki,/en/players/ko-suzuki/sj67/overview,-,8,-,-
1259,c0aw,1259T,Alessandro Cortegiani,/en/players/alessandro-cortegiani/c0aw/overview,-,8,-,-
1260,rb00,1259T,Ricardo Rodriguez - Pace,/en/players/ricardo-rodriguez---pace/rb00/overview,-,8,-,-
1261,a0kh,1261T,Rodrigo Alujas,/en/players/rodrigo-alujas/a0kh/overview,-,8,-,-
1262,c0lm,1261T,Charlie Camus,/en/players/charlie-camus/c0lm/overview,-,8,-,-
1263,o09n,1261T,Rayane Oumaouche,/en/players/rayane-oumaouche/o09n/overview,-,8,-,-
1264,w723,1261T,Pol Wattanakul,/en/players/pol-wattanakul/w723/overview,-,8,-,-
1265,s0ur,1265,Luke Sorensen,/en/players/luke-sorensen/s0ur/overview,-,9,-,-
1266,a0c5,1266T,Demetris Azoides,/en/players/demetris-azoides/a0c5/overview,-,9,-,-
1267,b0ls,1266T,Arthur Bonnaud,/en/players/arthur-bonnaud/b0ls/overview,-,9,-,-
1268,c0e6,1266T,Yuttana Charoenphon,/en/players/yuttana-charoenphon/c0e6/overview,-,9,-,-
1269,n824,1266T,Pavel Nejedly,/en/players/pavel-nejedly/n824/overview,-,9,-,-
1270,kd48,1270T,Markos Kalovelonis,/en/players/markos-kalovelonis/kd48/overview,-,9,-,-
1271,l0af,1270T,Ewen Lumsden,/en/players/ewen-lumsden/l0af/overview,-,9,-,-
1272,z0ak,1272,Tyler Zink,/en/players/tyler-zink/z0ak/overview,-,10,-,-
1273,a0fr,1273T,Alberto Odiseo Alvarado Berrospi,/en/players/alberto-odiseo-alvarado-berrospi/a0fr/overview,-,10,-,-
1274,hh51,1273T,Benedikt Henning,/en/players/benedikt-henning/hh51/overview,-,10,-,-
1275,kd14,1273T,Duje Kekez,/en/players/duje-kekez/kd14/overview,-,10,-,-
1276,mw37,1273T,Nicaise Muamba,/en/players/nicaise-muamba/mw37/overview,-,10,-,-
1277,l0hq,1277T,Nikos Lehmann,/en/players/nikos-lehmann/l0hq/overview,-,10,-,-
1278,t0h6,1277T,Zaharije-Zak Talic,/en/players/zaharije-zak-talic/t0h6/overview,-,10,1,-
1279,k0jy,1279T,Matic Kriznik,/en/players/matic-kriznik/k0jy/overview,-,11,-,-
1280,r0io,1279T,Vuk Radjenovic,/en/players/vuk-radjenovic/r0io/overview,-,11,-,-
1281,k0j9,1281,Yannik Kelm,/en/players/yannik-kelm/k0j9/overview,-,11,-,-
1282,x01c,1282,Ioannis Xilas,/en/players/ioannis-xilas/x01c/overview,-,12,-,-
1283,rb49,1283,Lucas Renard,/en/players/lucas-renard/rb49/overview,-,12,2,-
1284,s09y,1284,Nathan Seateun,/en/players/nathan-seateun/s09y/overview,-,12,-,-
1285,a0hp,1285,Arslanbek Aitkulov,/en/players/arslanbek-aitkulov/a0hp/overview,-,13,-,-
1286,b0dj,1286T,Illya Beloborodko,/en/players/illya-beloborodko/b0dj/overview,-,13,-,-
1287,s0yi,1286T,Zach Stephens,/en/players/zach-stephens/s0yi/overview,-,13,-,-
1288,o498,1288,Issei Okamura,/en/players/issei-okamura/o498/overview,-,13,-,-
1289,c0fe,1289,Jaime Caldes,/en/players/jaime-caldes/c0fe/overview,-,14,-,-
1290,d0hi,1290,Chirag Duhan,/en/players/chirag-duhan/d0hi/overview,+1,14,-,-
1291,i0be,1291,Saveliy Ivanov,/en/players/saveliy-ivanov/i0be/overview,-,15,-,-
1292,bu64,1292,Nicolas Bruna,/en/players/nicolas-bruna/bu64/overview,-,17,-,-
1293,mi08,1293T,Javier Marti,/en/players/javier-marti/mi08/overview,-,1,-,-
1294,p0mi,1293T,Stijn Paardekooper,/en/players/stijn-paardekooper/p0mi/overview,-,1,-,-
1295,bv19,1295T,Yan Bondarevskiy,/en/players/yan-bondarevskiy/bv19/overview,-,2,-,-
1296,b0ay,1295T,Jurgen Briand,/en/players/jurgen-briand/b0ay/overview,-,2,-,-
1297,h0jl,1295T,Jay Dylan Hara Friend,/en/players/jay-dylan-hara-friend/h0jl/overview,-,2,-,-
1298,gd91,1298T,Juan Ignacio Galarza,/en/players/juan-ignacio-galarza/gd91/overview,-,2,1,-
1299,k0dv,1298T,Geun Jun Kim,/en/players/geun-jun-kim/k0dv/overview,-,2,-,-
1300,s0tw,1298T,Sebastian Sec,/en/players/sebastian-sec/s0tw/overview,-,2,-,-
1301,t0b0,1298T,Connor Thomson,/en/players/connor-thomson/t0b0/overview,-,2,-,-
1302,l0ka,1302T,Karl Kazuma Lee,/en/players/karl-kazuma-lee/l0ka/overview,-,2,-,-
1303,v0e1,1302T,Zsombor Velcz,/en/players/zsombor-velcz/v0e1/overview,-,2,-,-
1304,k966,1304T,Martin Klizan,/en/players/martin-klizan/k966/overview,-,3,-,-
1305,so25,1304T,Tom Schonenberg,/en/players/tom-schonenberg/so25/overview,-,3,-,-
1306,a0k2,1306T,Federico Aguilar Cardozo,/en/players/federico-aguilar-cardozo/a0k2/overview,-,3,-,-
1307,cf07,1306T,Hong Chung,/en/players/hong-chung/cf07/overview,-,3,-,-
1308,k0ge,1306T,Luc Koenig,/en/players/luc-koenig/k0ge/overview,-,3,-,-
1309,m0se,1306T,Maxim Mrva,/en/players/maxim-mrva/m0se/overview,-,3,-,-
1310,h940,1310T,Ryan Harrison,/en/players/ryan-harrison/h940/overview,-7,3,-,-
1311,s0w4,1310T,Lorenzo Sciahbasi,/en/players/lorenzo-sciahbasi/s0w4/overview,-,3,-,-
1312,lf40,1312T,Ivan Liutarevich,/en/players/ivan-liutarevich/lf40/overview,-,3,-,-
1313,y0b2,1312T,Jung Hee You,/en/players/jung-hee-you/y0b2/overview,-,3,-,-
1314,c0pl,1314,Kylian Collignon,/en/players/kylian-collignon/c0pl/overview,-,4,-,-
1315,b0mf,1315T,Stepan Baum,/en/players/stepan-baum/b0mf/overview,-,4,-,-
1316,h0di,1315T,Vitek Horak,/en/players/vitek-horak/h0di/overview,-,4,-,-
1317,m0no,1317,Marko Maksimovic,/en/players/marko-maksimovic/m0no/overview,-,5,-,-
1318,l0jc,1318T,Matteo Lavizzari,/en/players/matteo-lavizzari/l0jc/overview,-,5,-,-
1319,ml48,1318T,Antonio Massara,/en/players/antonio-massara/ml48/overview,-,5,-,-
1320,p0ln,1318T,Manuel Plunger,/en/players/manuel-plunger/p0ln/overview,-,5,-,-
1321,w0bu,1318T,Olle Wallin,/en/players/olle-wallin/w0bu/overview,-,5,-,-
1322,i371,1322,Petr Iamachkine,/en/players/petr-iamachkine/i371/overview,-,5,-,-
1323,v0gs,1323,Twan Van Zijl,/en/players/twan-van-zijl/v0gs/overview,-,6,-,-
1324,a0hk,1324T,Mikail Alimli,/en/players/mikail-alimli/a0hk/overview,-,6,-,-
1325,b0dq,1324T,Samuel Brosset,/en/players/samuel-brosset/b0dq/overview,-,6,-,-
1326,h0e7,1324T,John Hallquist Lithen,/en/players/john-hallquist-lithen/h0e7/overview,-,6,-,-
1327,k0c5,1324T,Admir Kalender,/en/players/admir-kalender/k0c5/overview,-,6,-,-
1328,z0aj,1324T,Changli Zhang,/en/players/changli-zhang/z0aj/overview,-,6,-,-
1329,b0p7,1329,Vlad Cristian Breazu,/en/players/vlad-cristian-breazu/b0p7/overview,-,6,-,-
1330,m0o0,1330,Daniele Minighini,/en/players/daniele-minighini/m0o0/overview,-,7,-,-
1331,p0jk,1331,Noah Perfetti,/en/players/noah-perfetti/p0jk/overview,-,7,-,-
1332,p0kp,1332T,Francisco Pini,/en/players/francisco-pini/p0kp/overview,-,7,-,-
1333,so41,1332T,Ji Hoon Son,/en/players/ji-hoon-son/so41/overview,-,7,-,-
1334,e0ci,1334T,Sebastian Eriksson,/en/players/sebastian-eriksson/e0ci/overview,-,7,-,-
1335,fc50,1334T,Luc Fomba,/en/players/luc-fomba/fc50/overview,-,7,-,-
1336,c0hf,1336T,Aaron Cohen,/en/players/aaron-cohen/c0hf/overview,-,8,-,-
1337,j0at,1336T,Adam Jones,/en/players/adam-jones/j0at/overview,-,8,-,-
1338,rd21,1336T,Giorgio Ricca,/en/players/giorgio-ricca/rd21/overview,-,8,-,-
1339,d0ji,1339,Manas Dhamne,/en/players/manas-dhamne/d0ji/overview,-,8,-,-
1340,f824,1340T,Connor Farren,/en/players/connor-farren/f824/overview,-,8,-,-
1341,w0ed,1340T,James Watt,/en/players/james-watt/w0ed/overview,-,8,-,-
1342,cm88,1342T,Congsup Congcar,/en/players/congsup-congcar/cm88/overview,-,8,-,-
1343,y0a9,1342T,Facundo Yunis,/en/players/facundo-yunis/y0a9/overview,-,8,-,-
1344,bu78,1344,Finn Bass,/en/players/finn-bass/bu78/overview,-,9,-,-
1345,c0gu,1345T,Matyas Cerny,/en/players/matyas-cerny/c0gu/overview,-,9,-,-
1346,d0c3,1345T,Zhenxiong Dong,/en/players/zhenxiong-dong/d0c3/overview,-,9,-,-
1347,mw69,1345T,Mwendwa Mbithi,/en/players/mwendwa-mbithi/mw69/overview,-,9,-,-
1348,w719,1345T,Marcus Walters,/en/players/marcus-walters/w719/overview,-,9,-,-
1349,fc25,1349T,Boris Fassbender,/en/players/boris-fassbender/fc25/overview,-,9,-,-
1350,i0b1,1349T,Nikita Ianin,/en/players/nikita-ianin/i0b1/overview,-,9,-,-
1351,v505,1349T,Vishnu Vardhan,/en/players/vishnu-vardhan/v505/overview,-,9,-,-
1352,f0bj,1352,Adan Freire Da Silva,/en/players/adan-freire-da-silva/f0bj/overview,-,10,-,-
1353,f0fl,1353T,Bruno Fernandez,/en/players/bruno-fernandez/f0fl/overview,-,10,-,-
1354,mn49,1353T,Mohamed Nazim Makhlouf,/en/players/mohamed-nazim-makhlouf/mn49/overview,-,10,-,-
1355,c0ke,1355T,Mihai Alexandru Coman,/en/players/mihai-alexandru-coman/c0ke/overview,-,10,-,-
1356,d0bj,1355T,James Davis,/en/players/james-davis/d0bj/overview,-,10,-,-
1357,e0dd,1355T,Justin Engel,/en/players/justin-engel/e0dd/overview,-,10,-,-
1358,k0lg,1355T,Vit Kalina,/en/players/vit-kalina/k0lg/overview,-,10,-,-
1359,va67,1355T,Valentin Vanta,/en/players/valentin-vanta/va67/overview,-,10,-,-
1360,g0ei,1360,Michael Gloeckler,/en/players/michael-gloeckler/g0ei/overview,-,11,-,-
1361,j0cl,1361,Dev Javia,/en/players/dev-javia/j0cl/overview,-,11,-,-
1362,d0dy,1362,Matic Dimic,/en/players/matic-dimic/d0dy/overview,-,12,-,-
1363,d0in,1363T,Ryan Dickerson,/en/players/ryan-dickerson/d0in/overview,-,12,1,-
1364,k0fw,1363T,Jan Kupcic,/en/players/jan-kupcic/k0fw/overview,-,12,-,-
1365,r0cg,1363T,Finn Reynolds,/en/players/finn-reynolds/r0cg/overview,-,12,-,-
1366,s0sm,1363T,Mattias Southcombe,/en/players/mattias-southcombe/s0sm/overview,-,12,-,-
1367,f0af,1367,Lautaro Agustin Falabella,/en/players/lautaro-agustin-falabella/f0af/overview,-,13,-,-
1368,o0ap,1368T,Vicente Oliver Moratalla,/en/players/vicente-oliver-moratalla/o0ap/overview,-,13,-,-
1369,s0m9,1368T,Marko Stakusic,/en/players/marko-stakusic/s0m9/overview,-,13,-,-
1370,m0r8,1370T,Sasa Markovic,/en/players/sasa-markovic/m0r8/overview,-,14,-,-
1371,r0hq,1370T,Leo Raquillet,/en/players/leo-raquillet/r0hq/overview,-,14,-,-
1372,gf20,1372,Davide Galoppini,/en/players/davide-galoppini/gf20/overview,-,19,-,-
1373,bc76,1373T,Nicolas Barrientos,/en/players/nicolas-barrientos/bc76/overview,-,1,-,-
1374,e928,1373T,Alexander Erler,/en/players/alexander-erler/e928/overview,-,1,-,-
1375,kb54,1373T,Andrey Kuznetsov,/en/players/andrey-kuznetsov/kb54/overview,-,1,-,-
1376,ml82,1373T,Federico Maccari,/en/players/federico-maccari/ml82/overview,-,1,-,-
1377,o0c8,1373T,Aleksander Orlikowski,/en/players/aleksander-orlikowski/o0c8/overview,-,1,-,-
1378,p0fu,1373T,Filip Pieczonka,/en/players/filip-pieczonka/p0fu/overview,-,1,-,-
1379,w0ez,1373T,Qiulin Wang,/en/players/qiulin-wang/w0ez/overview,-,1,-,-
1380,y0bi,1373T,Zongbing Yu,/en/players/zongbing-yu/y0bi/overview,-,1,-,-
1381,z168,1373T,Mischa Zverev,/en/players/mischa-zverev/z168/overview,-,1,3,-
1382,c0q2,1382T,Nicolas Colne,/en/players/nicolas-colne/c0q2/overview,-,2,-,-
1383,o527,1382T,Chan-yeong Oh,/en/players/chan-yeong-oh/o527/overview,-,2,-,-
1384,sx96,1382T,Benjamin Sigouin,/en/players/benjamin-sigouin/sx96/overview,-,2,-,-
1385,c0db,1385T,Alberto Colas Sanchez,/en/players/alberto-colas-sanchez/c0db/overview,-,2,-,-
1386,h0is,1385T,Nicholas Heng,/en/players/nicholas-heng/h0is/overview,-,2,-,-
1387,c0my,1387T,Lautaro Agustin Corthey,/en/players/lautaro-agustin-corthey/c0my/overview,-,3,-,-
1388,p0ie,1387T,Antonio Prat,/en/players/antonio-prat/p0ie/overview,-,3,-,-
1389,r0gv,1387T,Lambert Ruland,/en/players/lambert-ruland/r0gv/overview,-,3,-,-
1390,b0p5,1390T,Vladimir Bazilevskiy,/en/players/vladimir-bazilevskiy/b0p5/overview,-,3,-,-
1391,d0fb,1390T,Angel Diaz Jalil,/en/players/angel-diaz-jalil/d0fb/overview,-,3,-,-
1392,s0kh,1390T,Jeremy Schifris,/en/players/jeremy-schifris/s0kh/overview,-,3,-,-
1393,s0ze,1390T,Colton Smith,/en/players/colton-smith/s0ze/overview,-,3,-,-
1394,s0tt,1390T,Preston Stearns,/en/players/preston-stearns/s0tt/overview,-,3,-,-
1395,s0nr,1390T,George Stoupe,/en/players/george-stoupe/s0nr/overview,-,3,-,-
1396,b0da,1396T,Martin Breysach,/en/players/martin-breysach/b0da/overview,-,3,-,-
1397,k0ek,1396T,Jakub Katuch,/en/players/jakub-katuch/k0ek/overview,-,3,-,-
1398,d0dk,1398T,Santiago De La Fuente,/en/players/santiago-de-la-fuente/d0dk/overview,-,4,-,-
1399,v426,1398T,Ricardo Villacorta-Alonso,/en/players/ricardo-villacorta-alonso/v426/overview,-,4,-,-
1400,k0l1,1400T,Michal Krajci,/en/players/michal-krajci/k0l1/overview,-,4,-,-
1401,m0n4,1400T,Leonardo Malgaroli,/en/players/leonardo-malgaroli/m0n4/overview,-,4,-,-
1402,o0bc,1400T,Oliver Okonkwo,/en/players/oliver-okonkwo/o0bc/overview,-,4,-,-
1403,s0nt,1400T,Anton Shepp,/en/players/anton-shepp/s0nt/overview,-,4,-,-
1404,ch73,1404T,Petros Chrysochos,/en/players/petros-chrysochos/ch73/overview,-,4,-,-
1405,g0k0,1404T,Enrico Giacomini,/en/players/enrico-giacomini/g0k0/overview,-,4,-,-
1406,p0b6,1404T,Savva Polukhin,/en/players/savva-polukhin/p0b6/overview,-,4,-,-
1407,t0iz,1404T,Alvin Nicholas Tudorica,/en/players/alvin-nicholas-tudorica/t0iz/overview,-,4,-,-
1408,sk53,1408T,Yan Sabanin,/en/players/yan-sabanin/sk53/overview,-,5,-,-
1409,u09t,1408T,Iker Urribarrens Ramirez,/en/players/iker-urribarrens-ramirez/u09t/overview,-,5,-,-
1410,d0ku,1410T,Mariano Dedura-Palomero,/en/players/mariano-dedura-palomero/d0ku/overview,-,5,-,-
1411,g0d4,1410T,Lorenzo Gagliardo,/en/players/lorenzo-gagliardo/g0d4/overview,-,5,-,-
1412,gj90,1410T,Joao Vitor Goncalves Ceolin,/en/players/joao-vitor-goncalves-ceolin/gj90/overview,-,5,-,-
1413,h0i0,1410T,Jonas Pelle Hartenstein,/en/players/jonas-pelle-hartenstein/h0i0/overview,-,5,-,-
1414,h999,1410T,Gabriel Alejandro Hidalgo,/en/players/gabriel-alejandro-hidalgo/h999/overview,-,5,2,-
1415,j0ai,1410T,Miles Jones,/en/players/miles-jones/j0ai/overview,-,5,-,-
1416,k0ha,1410T,Jan Kobierski,/en/players/jan-kobierski/k0ha/overview,-,5,-,-
1417,p0mn,1410T,Albert Pedrico Kravtsov,/en/players/albert-pedrico-kravtsov/p0mn/overview,-,5,-,-
1418,s0jk,1410T,Yassine Smiej,/en/players/yassine-smiej/s0jk/overview,-,5,-,-
1419,z0d1,1410T,Tianhui Zhang,/en/players/tianhui-zhang/z0d1/overview,-,5,-,-
1420,da85,1420T,Gianluca Di Nicola,/en/players/gianluca-di-nicola/da85/overview,-,5,-,-
1421,g681,1420T,Teymuraz Gabashvili,/en/players/teymuraz-gabashvili/g681/overview,-,5,-,-
1422,n561,1420T,Ivan Nedelko,/en/players/ivan-nedelko/n561/overview,-,5,-,-
1423,p0mo,1420T,Adam Panaras,/en/players/adam-panaras/p0mo/overview,-,5,-,-
1424,v0fl,1424,Zack Viiala,/en/players/zack-viiala/v0fl/overview,-,6,-,-
1425,b0p4,1425T,Tomasz Berkieta,/en/players/tomasz-berkieta/b0p4/overview,-,6,-,-
1426,f0dz,1425T,Tobias Franco,/en/players/tobias-franco/f0dz/overview,-,6,-,-
1427,l0dk,1425T,Joshua Lapadat,/en/players/joshua-lapadat/l0dk/overview,-,6,-,-
1428,l0dg,1425T,Aleksi Lofman,/en/players/aleksi-lofman/l0dg/overview,-,6,-,-
1429,s0y7,1425T,Matthew Summers,/en/players/matthew-summers/s0y7/overview,-,6,-,-
1430,t0ei,1425T,Aristotelis Thanos,/en/players/aristotelis-thanos/t0ei/overview,-,6,-,-
1431,va27,1425T,Mick Veldheer,/en/players/mick-veldheer/va27/overview,-2,6,-,-
1432,c0h4,1432T,Tommaso Carnevale Miino,/en/players/tommaso-carnevale-miino/c0h4/overview,-,6,-,-
